日付,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
2021/8/19,51489,3383,2590,12384,1290,2700,7667,17288,11054,11965,82992,69931,300284,119536,5534,3382,6546,2125,3598,6690,11793,16279,64355,7980,8347,24144,140003,54293,10845,3732,1178,1027,10841,14804,4114,2086,3300,3929,2519,53583,3999,4476,9861,5020,4169,6141,35435
2021/8/20,52012,3457,2653,12676,1328,2753,7774,17643,11316,12269,84816,71708,305813,122414,5641,3499,6628,2162,3701,6826,12103,16901,65702,8368,8557,24690,142588,55196,11035,3822,1200,1046,11115,15179,4208,2114,3405,4006,2597,54778,4138,4570,10178,5234,4275,6383,36178
2021/8/21,52591,3540,2678,12949,1364,2822,7883,18007,11560,12593,86691,73468,311060,125119,5768,3631,6697,2192,3787,6976,12448,17539,67147,8795,8786,25234,145144,56220,11223,3902,1226,1063,11366,15560,4294,2168,3495,4075,2684,55848,4260,4656,10425,5449,4433,6614,36856
2021/8/22,53120,3601,2698,13146,1391,2867,7977,18341,11755,12890,88386,74713,315508,127643,5853,3736,6763,2223,3874,7098,12724,18018,68349,9227,8938,25775,147365,57258,11417,3976,1242,1078,11612,15910,4358,2223,3582,4141,2765,56991,4343,4724,10600,5655,4549,6774,37442
2021/8/23,53540,3626,2701,13308,1413,2899,8073,18617,11856,13041,89717,76216,318045,130222,5919,3806,6811,2251,3932,7175,12903,18340,69408,9495,9110,26142,148922,57796,11564,4043,1259,1091,11779,16187,4414,2270,3643,4201,2807,57886,4461,4784,10778,5809,4624,6921,37722
2021/8/24,53966,3707,2740,13461,1463,2942,8147,18864,12079,13305,91033,77349,322373,132168,6032,3874,6881,2292,4018,7268,13285,18888,71025,9836,9344,26729,151290,58874,11787,4133,1270,1127,11939,16474,4494,2319,3738,4273,2895,58763,4557,4857,11018,5966,4760,7112,38472
2021/8/25,54534,3811,2780,13762,1500,2977,8242,19139,12297,13559,92647,78798,326707,134472,6191,3994,6948,2348,4103,7393,13667,19524,72840,10267,9564,27257,154097,59959,11971,4218,1300,1172,12241,16828,4555,2375,3828,4349,3006,59855,4681,4930,11244,6152,4874,7352,39281
2021/8/26,55038,3950,2810,13989,1538,3014,8330,19410,12524,13891,94354,80194,331490,137104,6316,4085,7004,2396,4175,7500,14051,20075,74981,10782,9778,27858,156926,60965,12176,4293,1336,1211,12447,17184,4631,2439,3924,4403,3112,60846,4784,4980,11504,6315,5001,7544,39961
2021/8/27,55420,4053,2851,14192,1557,3041,8440,19738,12691,14128,95878,81681,335840,139766,6452,4171,7068,2443,4251,7617,14359,20718,77327,11205,9992,28381,159740,62024,12368,4348,1356,1229,12695,17555,4705,2499,4008,4457,3205,61842,4880,5045,11754,6493,5117,7692,40653
2021/8/28,55877,4150,2893,14376,1583,3094,8536,20019,12896,14495,97486,83310,339531,142143,6567,4247,7127,2484,4328,7718,14700,21329,79218,11620,10170,28919,162381,63072,12590,4419,1376,1254,12905,17894,4786,2549,4076,4511,3275,62795,4949,5119,12013,6640,5191,7849,41308
2021/8/29,56236,4217,2951,14504,1597,3124,8603,20240,13050,14654,98948,84512,342655,144505,6649,4293,7185,2516,4376,7776,14968,21829,80601,11963,10331,29385,164770,63986,12800,4457,1405,1287,13093,18178,4839,2608,4131,4548,3329,63751,5008,5174,12172,6757,5272,7977,41888
2021/8/30,56502,4271,2969,14583,1605,3144,8650,20467,13119,14717,100054,85541,344624,146224,6702,4335,7211,2545,4421,7816,15168,22065,82108,12144,10444,29720,166374,64419,12961,4499,1419,1304,13244,18434,4882,2660,4171,4597,3377,64377,5060,5215,12293,6879,5324,8026,42095
2021/8/31,56807,4355,3004,14711,1624,3172,8707,20627,13251,14912,101050,86818,347550,147765,6765,4371,7251,2577,4493,7878,15490,22544,83718,12380,10583,30159,168720,65443,13157,4567,1444,1337,13383,18686,4952,2699,4233,4646,3469,65062,5141,5267,12531,6987,5429,8104,42649
2021/9/1,57158,4488,3048,14882,1635,3201,8782,20842,13415,15091,102251,87952,350726,149686,6843,4417,7315,2603,4535,7956,15768,23023,85594,12649,10766,30688,171724,66460,13373,4635,1457,1367,13601,18952,5029,2747,4298,4671,3529,66077,5223,5327,12711,7114,5497,8200,43184
2021/9/2,57472,4588,3092,15029,1653,3240,8856,21062,13529,15265,103364,89040,353823,151424,6907,4454,7356,2620,4580,8014,15997,23455,87312,12897,10998,31164,174225,67413,13566,4692,1478,1393,13764,19181,5083,2791,4356,4702,3582,66870,5273,5397,12882,7229,5586,8291,43749
2021/9/3,57723,4652,3140,15133,1666,3254,8903,21324,13665,15393,104287,90200,356357,153292,6946,4492,7389,2645,4621,8068,16230,23874,89032,13116,11135,31536,176528,68282,13735,4748,1495,1420,13949,19418,5135,2825,4397,4738,3656,67602,5345,5461,13012,7312,5641,8377,44256
2021/9/4,57947,4725,3182,15230,1681,3274,8956,21587,13782,15498,105362,91402,358727,154924,7002,4539,7414,2668,4668,8113,16418,24176,90808,13277,11232,31941,178881,69037,13877,4822,1510,1433,14090,19663,5201,2850,4427,4764,3719,68243,5388,5495,13141,7385,5690,8444,44814
2021/9/5,58165,4781,3224,15291,1687,3287,8983,21846,13864,15594,106179,92530,360581,156166,7062,4563,7434,2702,4698,8156,16582,24398,92184,13414,11301,32280,180700,69733,14033,4861,1522,1444,14223,19799,5243,2880,4457,4790,3760,68831,5436,5544,13234,7447,5729,8498,45181
2021/9/6,58288,4801,3249,15325,1696,3299,9020,22004,13953,15642,106629,93195,361555,157137,7085,4587,7451,2714,4725,8183,16707,24518,93374,13523,11385,32538,181624,70090,14149,4887,1531,1446,14291,19944,5265,2912,4473,4803,3785,69251,5456,5563,13316,7499,5753,8541,45348
2021/9/7,58425,4861,3271,15398,1706,3323,9051,22129,14049,15730,107276,93842,363189,157875,7128,4608,7476,2739,4766,8213,16907,24732,94591,13643,11470,32827,183273,70710,14265,4929,1542,1459,14353,20080,5296,2942,4499,4825,3822,69675,5484,5610,13433,7554,5799,8597,45731
2021/9/8,58605,4933,3293,15478,1722,3337,9088,22334,14158,15847,108054,94450,365029,158974,7185,4630,7494,2755,4802,8250,17085,24952,95880,13754,11541,33204,185284,71560,14404,4961,1550,1479,14466,20230,5326,2970,4520,4851,3859,70247,5514,5662,13527,7602,5841,8650,46144
2021/9/9,58749,5007,3321,15548,1739,3362,9132,22517,14262,15919,108751,95039,366706,159777,7253,4644,7522,2783,4833,8282,17214,25125,97049,13883,11608,33474,186772,72233,14490,4982,1564,1493,14538,20376,5355,3010,4537,4889,3899,70676,5538,5695,13613,7652,5871,8700,46480
2021/9/10,58866,5051,3342,15593,1745,3380,9175,22680,14358,15994,109307,95500,367952,160606,7311,4652,7552,2810,4854,8315,17324,25273,98079,13979,11665,33664,188081,72759,14576,5015,1577,1502,14621,20524,5379,3046,4553,4908,3932,71114,5559,5716,13679,7690,5898,8759,46781
2021/9/11,59022,5095,3366,15670,1757,3396,9211,22820,14447,16050,110087,95928,369228,161467,7364,4674,7587,2827,4865,8343,17477,25407,99049,14064,11728,33862,189344,73265,14661,5035,1589,1507,14667,20634,5404,3075,4562,4932,3964,71490,5580,5737,13750,7722,5919,8805,47051
2021/9/12,59138,5141,3389,15703,1774,3414,9237,22954,14502,16097,110591,96326,370300,162136,7389,4680,7609,2853,4893,8380,17541,25519,99904,14124,11752,34058,190491,73662,14722,5046,1592,1520,14730,20729,5414,3101,4570,4939,3978,71782,5595,5769,13788,7755,5936,8841,47324
2021/9/13,59193,5164,3397,15737,1780,3419,9265,23068,14546,16120,110842,96620,370915,162665,7397,4684,7624,2860,4910,8411,17585,25579,100458,14162,11784,34156,190943,73853,14763,5055,1594,1521,14754,20784,5424,3114,4575,4947,3987,71940,5605,5779,13811,7780,5955,8862,47464
2021/9/14,59284,5213,3408,15799,1791,3434,9281,23146,14629,16171,111348,96957,371926,163150,7432,4690,7647,2877,4933,8439,17660,25686,101026,14230,11832,34274,191885,74304,14823,5076,1611,1523,14792,20856,5429,3129,4582,4963,4001,72149,5622,5812,13863,7808,5978,8898,47748
2021/9/15,59394,5268,3426,15859,1796,3443,9311,23266,14703,16212,111861,97310,372984,163638,7471,4712,7675,2885,4947,8478,17745,25856,101705,14286,11876,34451,193045,74671,14903,5088,1615,1525,14842,20963,5445,3148,4592,4982,4012,72397,5635,5834,13899,7834,5998,8928,48003
2021/9/16,59488,5307,3439,15901,1808,3450,9323,23405,14777,16245,112221,97606,373816,164172,7504,4716,7694,2899,4957,8522,17812,25985,102299,14330,11920,34602,193903,74972,14993,5106,1625,1530,14886,21039,5469,3157,4604,4992,4016,72630,5642,5846,13935,7858,6017,8958,48232
2021/9/17,59572,5343,3442,15934,1810,3454,9339,23512,14827,16278,112569,97851,374606,164719,7538,4723,7708,2916,4965,8560,17884,26090,102880,14361,11971,34723,194638,75238,15047,5131,1629,1540,14911,21122,5476,3173,4618,4996,4021,72791,5652,5861,13970,7881,6034,8983,48417
2021/9/18,59649,5419,3456,15968,1812,3457,9355,23617,14880,16305,112830,98071,375471,165171,7582,4732,7727,2928,4976,8585,17954,26186,103253,14404,12001,34831,195304,75540,15086,5138,1632,1544,14948,21170,5489,3182,4632,5013,4029,72956,5659,5875,14035,7905,6046,8998,48593
2021/9/19,59724,5434,3463,15986,1824,3458,9367,23708,14910,16339,113054,98284,376034,165565,7609,4741,7740,2935,4980,8611,17987,26239,103530,14435,12022,34904,195771,75727,15108,5148,1632,1546,14969,21227,5500,3189,4636,5024,4033,73088,5663,5880,14065,7924,6058,9013,48700
2021/9/20,59774,5465,3465,16004,1832,3461,9374,23771,14937,16357,113209,98440,376335,165822,7626,4748,7754,2944,4992,8619,18030,26268,103712,14459,12034,34951,196039,75844,15130,5155,1633,1552,14978,21258,5507,3198,4641,5028,4042,73163,5668,5896,14086,7938,6064,9017,48780
2021/9/21,59810,5485,3467,16024,1834,3462,9383,23809,14962,16393,113330,98532,376593,166010,7638,4751,7762,2952,4998,8626,18061,26287,103863,14466,12046,34979,196284,75920,15153,5160,1633,1562,14981,21296,5518,3202,4645,5034,4048,73238,5674,5909,14106,7949,6070,9021,48835
2021/9/22,59866,5504,3469,16041,1839,3465,9392,23836,15008,16418,113522,98672,377131,166183,7662,4755,7774,2993,5013,8637,18115,26344,104133,14486,12069,35040,196875,76187,15210,5165,1634,1573,15002,21333,5526,3206,4653,5050,4062,73334,5687,5926,14138,7963,6075,9025,48997
2021/9/23,59942,5536,3474,16072,1849,3472,9402,23886,15056,16464,113761,98837,377664,166442,7701,4763,7782,3000,5034,8654,18160,26416,104491,14519,12112,35149,197415,76459,15234,5176,1634,1577,15025,21389,5535,3216,4659,5072,4068,73457,5693,5941,14163,7982,6082,9030,49138
2021/9/24,60005,5570,3474,16097,1850,3474,9408,23957,15073,16477,113902,98956,377903,166693,7721,4768,7789,3004,5050,8668,18185,26448,104664,14531,12124,35188,197655,76574,15256,5202,1635,1580,15038,21433,5544,3220,4663,5088,4078,73582,5698,5946,14174,8005,6089,9032,49199
2021/9/25,60068,5602,3475,16135,1853,3493,9415,23973,15113,16503,114113,99106,378285,166886,7745,4774,7800,3007,5077,8677,18225,26478,104877,14548,12151,35239,198080,76780,15287,5212,1635,1581,15051,21460,5553,3229,4669,5106,4084,73647,5709,5949,14202,8020,6104,9037,49314
2021/9/26,60122,5616,3477,16151,1853,3494,9423,24020,15139,16522,114244,99212,378587,167079,7767,4778,7810,3015,5093,8689,18254,26514,105042,14573,12162,35292,198466,76895,15311,5216,1635,1584,15061,21493,5557,3233,4671,5116,4084,73751,5713,5957,14216,8038,6109,9039,49385
2021/9/27,60141,5621,3478,16157,1854,3495,9428,24051,15159,16529,114322,99295,378742,167202,7773,4783,7813,3023,5097,8698,18271,26531,105115,14581,12173,35319,198607,76973,15319,5221,1635,1590,15063,21523,5559,3234,4671,5118,4087,73790,5725,5965,14226,8054,6110,9041,49425
2021/9/28,60167,5646,3478,16169,1860,3496,9431,24076,15178,16543,114419,99371,378992,167330,7794,4787,7825,3026,5106,8703,18320,26558,105254,14594,12203,35370,198888,77100,15341,5227,1637,1604,15067,21554,5568,3236,4674,5128,4091,73833,5733,5971,14243,8073,6111,9048,49482
2021/9/29,60212,5669,3479,16190,1860,3497,9434,24120,15220,16558,114572,99448,379260,167460,7822,4792,7833,3038,5109,8715,18347,26583,105409,14606,12227,35422,199286,77218,15353,5229,1637,1611,15084,21587,5575,3248,4679,5135,4098,73876,5741,5976,14262,8083,6114,9049,49551
2021/9/30,60238,5692,3479,16204,1862,3498,9439,24140,15240,16566,114666,99531,379479,167589,7840,4793,7846,3045,5114,8723,18389,26600,105541,14617,12239,35466,199550,77327,15369,5235,1637,1613,15094,21625,5586,3253,4679,5149,4101,73911,5747,5983,14277,8088,6115,9051,49615
2021/10/1,60270,5702,3482,16212,1864,3505,9442,24168,15257,16580,114771,99606,379679,167704,7860,4794,7876,3045,5126,8738,18426,26614,105629,14628,12259,35501,199791,77410,15380,5244,1640,1618,15104,21650,5590,3256,4680,5168,4103,73951,5760,5991,14283,8096,6116,9056,49656
2021/10/2,60295,5712,3482,16217,1875,3505,9446,24187,15277,16589,114844,99672,379877,167786,7880,4797,7891,3054,5129,8748,18447,26637,105717,14631,12277,35534,199975,77499,15390,5249,1641,1621,15111,21673,5592,3258,4683,5180,4107,73989,5765,5998,14290,8106,6119,9059,49699
2021/10/3,60304,5715,3482,16221,1880,3507,9450,24196,15286,16600,114894,99730,380038,167872,7890,4798,7900,3062,5129,8759,18455,26640,105789,14636,12283,35560,200111,77558,15401,5254,1642,1624,15117,21713,5603,3263,4684,5193,4108,74034,5768,6001,14296,8116,6119,9059,49728
2021/10/4,60309,5716,3482,16224,1886,3507,9451,24211,15302,16603,114936,99772,380125,167923,7901,4800,7902,3064,5130,8760,18473,26646,105811,14639,12290,35570,200207,77584,15407,5257,1643,1625,15129,21726,5608,3266,4685,5199,4110,74053,5769,6004,14299,8119,6120,9061,49737
2021/10/5,60329,5726,3483,16229,1888,3509,9455,24223,15309,16611,115003,99824,380269,168000,7910,4803,7910,3067,5131,8765,18487,26650,105873,14647,12304,35589,200383,77655,15419,5261,1644,1625,15136,21738,5615,3272,4688,5213,4112,74074,5773,6012,14306,8125,6125,9064,49775
2021/10/6,60345,5742,3485,16231,1890,3510,9457,24248,15327,16619,115078,99876,380418,168086,7923,4812,7910,3068,5134,8777,18514,26661,105953,14662,12309,35619,200592,77731,15432,5269,1645,1632,15154,21765,5616,3273,4689,5218,4113,74100,5779,6019,14313,8135,6126,9065,49805
2021/10/7,60359,5746,3485,16235,1891,3510,9463,24264,15344,16628,115146,99919,380561,168188,7931,4816,7911,3073,5135,8783,18539,26670,106014,14677,12314,35646,200757,77818,15442,5274,1647,1632,15162,21781,5619,3274,4690,5226,4116,74115,5785,6022,14322,8146,6128,9069,49821
2021/10/8,60380,5748,3485,16238,1891,3510,9464,24276,15357,16636,115171,99954,380699,168253,7939,4822,7912,3076,5136,8793,18553,26675,106056,14689,12319,35672,200923,77878,15459,5275,1651,1632,15171,21792,5629,3275,4690,5237,4117,74130,5789,6034,14322,8160,6128,9072,49850
2021/10/9,60404,5767,3485,16241,1892,3510,9464,24295,15369,16645,115208,99989,380781,168334,7945,4830,7914,3079,5141,8801,18580,26683,106099,14699,12325,35692,201047,77923,15469,5277,1651,1632,15175,21804,5642,3277,4690,5250,4117,74160,5794,6039,14327,8169,6129,9076,49865
2021/10/10,60421,5774,3486,16242,1893,3511,9464,24312,15377,16653,115236,100019,380841,168388,7951,4831,7916,3083,5141,8804,18598,26688,106134,14706,12326,35716,201152,77950,15471,5277,1651,1632,15178,21816,5645,3277,4690,5260,4117,74178,5798,6043,14329,8171,6130,9076,49879
2021/10/11,60437,5774,3486,16242,1893,3511,9465,24315,15379,16660,115257,100044,380890,168437,7953,4834,7918,3084,5141,8806,18618,26692,106149,14710,12327,35724,201201,77961,15476,5278,1651,1632,15184,21821,5646,3278,4691,5270,4118,74195,5801,6046,14330,8172,6131,9076,49886
2021/10/12,60453,5805,3486,16245,1893,3512,9465,24321,15392,16665,115282,100071,380967,168483,7958,4838,7919,3091,5141,8810,18627,26696,106184,14713,12330,35736,201304,78013,15482,5280,1654,1633,15192,21828,5659,3279,4691,5280,4123,74208,5804,6047,14333,8174,6132,9081,49915
2021/10/13,60474,5839,3486,16245,1893,3519,9469,24332,15399,16679,115333,100107,381039,168533,7959,4842,7926,3091,5141,8817,18645,26699,106224,14720,12331,35757,201429,78052,15498,5281,1658,1633,15202,21854,5669,3279,4693,5287,4123,74230,5805,6052,14336,8176,6132,9083,49947
2021/10/14,60519,5847,3486,16248,1893,3524,9470,24337,15404,16681,115368,100126,381101,168585,7962,4843,7928,3097,5144,8822,18657,26701,106258,14725,12337,35766,201541,78082,15517,5283,1658,1637,15205,21884,5670,3279,4693,5294,4126,74255,5805,6056,14337,8177,6132,9088,49980
2021/10/15,60546,5866,3486,16249,1893,3528,9473,24346,15410,16685,115394,100143,381158,168618,7967,4845,7931,3098,5144,8824,18664,26706,106292,14734,12341,35779,201606,78108,15526,5284,1659,1638,15212,21912,5673,3280,4693,5299,4128,74271,5805,6060,14355,8178,6135,9092,50011
2021/10/16,60570,5870,3486,16252,1894,3528,9476,24351,15417,16694,115416,100152,381224,168653,7970,4848,7932,3098,5146,8831,18671,26712,106325,14740,12349,35788,201684,78125,15532,5284,1659,1644,15216,21934,5682,3283,4693,5306,4131,74292,5807,6065,14368,8180,6135,9096,50036
2021/10/17,60608,5870,3486,16253,1894,3532,9478,24356,15418,16697,115435,100169,381264,168690,7971,4850,7934,3099,5146,8831,18677,26716,106354,14742,12351,35794,201755,78156,15535,5284,1659,1661,15222,21950,5687,3283,4694,5312,4135,74306,5809,6076,14376,8180,6135,9096,50043
2021/10/18,60619,5870,3486,16253,1894,3532,9479,24357,15419,16698,115449,100175,381293,168713,7971,4852,7935,3099,5148,8833,18687,26720,106364,14742,12354,35796,201784,78163,15539,5284,1661,1661,15226,21956,5691,3283,4694,5315,4143,74314,5814,6078,14376,8180,6135,9096,50059
2021/10/19,60631,5876,3486,16253,1894,3541,9479,24363,15425,16704,115466,100187,381329,168723,7972,4852,7936,3101,5150,8837,18697,26723,106379,14744,12359,35803,201867,78192,15542,5285,1662,1663,15235,21961,5694,3283,4695,5319,4145,74324,5818,6084,14376,8180,6136,9097,50088
2021/10/20,60645,5877,3486,16253,1895,3542,9479,24370,15430,16710,115478,100199,381370,168739,7973,4853,7939,3102,5150,8842,18702,26730,106405,14748,12363,35811,201940,78217,15553,5286,1662,1671,15243,21975,5698,3283,4695,5323,4147,74339,5823,6090,14380,8182,6137,9097,50108
2021/10/21,60656,5882,3486,16253,1896,3542,9479,24376,15433,16714,115489,100220,381406,168778,7975,4853,7947,3102,5150,8844,18710,26734,106427,14754,12368,35815,201982,78245,15555,5286,1662,1671,15246,21984,5699,3283,4696,5330,4151,74350,5825,6095,14381,8182,6137,9097,50126
2021/10/22,60671,5884,3486,16254,1896,3544,9482,24381,15434,16729,115506,100225,381432,168802,7976,4853,7950,3102,5151,8849,18720,26734,106463,14757,12374,35822,202033,78271,15555,5288,1662,1671,15248,21995,5703,3283,4697,5332,4154,74358,5834,6095,14384,8182,6137,9097,50140
2021/10/23,60676,5885,3486,16255,1899,3544,9482,24384,15436,16731,115523,100238,381464,168811,7978,4856,7952,3104,5154,8852,18726,26736,106485,14760,12380,35833,202079,78295,15559,5288,1662,1674,15250,22002,5706,3284,4698,5338,4154,74366,5838,6097,14386,8182,6137,9097,50149
2021/10/24,60694,5887,3486,16255,1899,3544,9482,24384,15437,16741,115529,100240,381483,168822,7979,4856,7955,3104,5154,8853,18731,26737,106503,14763,12386,35844,202117,78312,15564,5288,1662,1674,15253,22007,5710,3284,4699,5342,4156,74370,5845,6097,14386,8186,6137,9097,50162
2021/10/25,60695,5888,3486,16258,1899,3544,9482,24384,15438,16743,115532,100243,381500,168829,7980,4857,7955,3104,5154,8857,18736,26737,106511,14766,12389,35848,202143,78331,15566,5289,1662,1674,15255,22014,5711,3284,4699,5346,4156,74377,5849,6097,14386,8186,6137,9097,50167
2021/10/26,60708,5890,3486,16258,1899,3547,9482,24387,15440,16747,115540,100253,381529,168842,7985,4858,7956,3104,5154,8865,18743,26739,106546,14775,12396,35858,202193,78366,15577,5290,1663,1674,15258,22020,5713,3284,4700,5351,4156,74378,5849,6098,14386,8186,6137,9101,50179
2021/10/27,60717,5892,3486,16258,1900,3548,9482,24388,15440,16757,115554,100260,381565,168857,7989,4861,7958,3104,5155,8865,18753,26739,106566,14775,12401,35859,202259,78384,15582,5290,1666,1682,15269,22026,5714,3284,4700,5361,4158,74387,5851,6101,14390,8186,6137,9101,50197
2021/10/28,60722,5892,3486,16259,1900,3548,9483,24390,15441,16765,115569,100269,381586,168873,7990,4865,7962,3104,5155,8868,18757,26740,106589,14777,12402,35865,202320,78404,15584,5291,1666,1691,15275,22033,5720,3285,4700,5368,4158,74392,5852,6105,14390,8186,6137,9101,50206
2021/10/29,60730,5892,3486,16261,1903,3548,9483,24394,15443,16780,115581,100276,381610,168881,7991,4866,7963,3104,5155,8871,18771,26742,106610,14781,12403,35870,202372,78427,15589,5291,1668,1702,15284,22041,5730,3285,4700,5374,4160,74404,5853,6110,14391,8186,6137,9101,50212
2021/10/30,60738,5892,3486,16264,1906,3548,9483,24400,15444,16782,115594,100289,381633,168888,7992,4866,7963,3105,5155,8872,18784,26746,106628,14785,12407,35874,202421,78445,15595,5292,1668,1707,15293,22060,5734,3285,4700,5380,4164,74420,5853,6112,14392,8186,6137,9101,50223
2021/10/31,60749,5893,3486,16266,1908,3548,9483,24403,15446,16786,115606,100292,381655,168897,7992,4866,7963,3110,5155,8872,18788,26746,106640,14789,12408,35881,202466,78457,15602,5293,1668,1716,15301,22065,5739,3286,4700,5381,4165,74430,5853,6115,14392,8186,6137,9101,50225
2021/11/1,60752,5894,3486,16266,1908,3548,9483,24403,15446,16789,115609,100295,381664,168903,7992,4867,7963,3113,5155,8873,18792,26746,106645,14789,12408,35884,202473,78459,15602,5293,1668,1719,15306,22069,5740,3287,4700,5382,4165,74436,5854,6116,14392,8186,6137,9101,50226
2021/11/2,60766,5895,3486,16268,1908,3549,9483,24404,15446,16793,115616,100307,381682,168913,7992,4867,7963,3113,5155,8873,18802,26749,106655,14796,12409,35887,202509,78470,15605,5295,1668,1722,15320,22077,5744,3287,4700,5389,4166,74441,5855,6116,14392,8186,6137,9102,50237
2021/11/3,60779,5895,3486,16269,1908,3551,9483,24405,15448,16804,115623,100315,381707,168919,7996,4867,7963,3113,5155,8874,18820,26754,106676,14801,12409,35892,202562,78495,15608,5295,1668,1724,15332,22083,5744,3287,4700,5391,4166,74446,5857,6117,14392,8186,6137,9102,50243
2021/11/4,60783,5895,3486,16269,1909,3551,9484,24406,15448,16805,115629,100320,381721,168941,7996,4867,7963,3113,5155,8875,18829,26755,106677,14801,12411,35895,202582,78505,15611,5295,1668,1724,15350,22086,5744,3287,4700,5391,4166,74455,5858,6117,14392,8186,6137,9102,50251
2021/11/5,60796,5895,3486,16270,1909,3551,9484,24407,15450,16806,115639,100327,381746,168950,7996,4867,7963,3113,5155,8876,18846,26755,106692,14804,12412,35900,202614,78522,15615,5295,1668,1726,15362,22091,5751,3287,4700,5396,4166,74461,5858,6118,14393,8186,6137,9102,50266
2021/11/6,60809,5895,3486,16273,1909,3551,9484,24409,15455,16808,115645,100337,381775,168964,7999,4867,7963,3113,5155,8877,18863,26758,106704,14806,12414,35904,202653,78545,15615,5295,1668,1728,15376,22097,5754,3287,4700,5401,4166,74467,5861,6118,14393,8186,6137,9102,50269
2021/11/7,60819,5895,3486,16273,1910,3551,9484,24413,15455,16809,115647,100340,381796,168973,7999,4867,7963,3113,5155,8879,18868,26759,106720,14806,12415,35907,202692,78547,15619,5295,1668,1731,15386,22104,5758,3287,4700,5404,4166,74468,5861,6118,14393,8186,6137,9102,50273
2021/11/8,60825,5895,3486,16273,1911,3551,9485,24414,15457,16811,115650,100344,381814,168984,7999,4867,7963,3114,5155,8880,18870,26759,106724,14806,12415,35909,202707,78552,15619,5295,1668,1731,15392,22110,5764,3287,4700,5405,4166,74470,5861,6118,14393,8186,6137,9102,50275
2021/11/9,60838,5896,3486,16273,1913,3551,9485,24416,15460,16813,115664,100353,381844,168996,8000,4867,7963,3115,5155,8881,18875,26764,106729,14806,12416,35917,202735,78567,15623,5296,1668,1731,15403,22115,5766,3289,4700,5406,4166,74474,5863,6118,14393,8186,6137,9102,50279
2021/11/10,60846,5896,3486,16274,1919,3551,9486,24419,15460,16816,115681,100360,381869,169009,8001,4867,7965,3115,5155,8882,18881,26766,106737,14806,12416,35924,202761,78582,15627,5296,1668,1731,15417,22119,5771,3289,4700,5408,4166,74481,5864,6118,14393,8186,6137,9102,50284
2021/11/11,60854,5896,3486,16274,1924,3551,9486,24422,15461,16817,115689,100367,381900,169023,8003,4867,7965,3115,5155,8883,18885,26766,106746,14806,12417,35930,202825,78585,15633,5296,1668,1731,15426,22127,5782,3290,4700,5408,4166,74483,5864,6118,14393,8186,6137,9102,50287
2021/11/12,60876,5897,3486,16274,1925,3551,9486,24428,15461,16821,115698,100376,381922,169042,8004,4867,7966,3115,5155,8883,18890,26768,106764,14806,12418,35937,202851,78595,15633,5297,1669,1731,15432,22132,5784,3290,4701,5408,4167,74493,5864,6118,14393,8186,6137,9102,50290
2021/11/13,60895,5897,3486,16275,1925,3551,9486,24432,15464,16822,115708,100387,381946,169057,8006,4867,7967,3115,5155,8883,18891,26776,106773,14807,12419,35945,202881,78610,15633,5297,1669,1731,15446,22139,5785,3291,4702,5408,4167,74498,5864,6118,14394,8186,6137,9102,50291
2021/11/14,60904,5897,3487,16275,1925,3551,9486,24433,15465,16824,115716,100392,381968,169069,8006,4867,7967,3115,5155,8883,18893,26776,106784,14807,12419,35949,202899,78616,15633,5298,1669,1731,15455,22139,5786,3291,4702,5409,4167,74506,5864,6118,14395,8186,6137,9102,50292
2021/11/15,60907,5897,3487,16275,1925,3551,9486,24435,15467,16824,115727,100395,381975,169087,8007,4867,7967,3115,5155,8883,18894,26776,106786,14807,12421,35950,202907,78619,15633,5299,1669,1731,15458,22141,5786,3291,4702,5409,4167,74510,5864,6118,14395,8186,6137,9102,50292
2021/11/16,60942,5897,3487,16275,1925,3551,9486,24436,15469,16828,115740,100402,381990,169096,8008,4867,7967,3115,5155,8883,18894,26778,106794,14807,12424,35953,202920,78631,15634,5299,1669,1731,15465,22143,5786,3291,4702,5409,4167,74515,5865,6118,14395,8186,6137,9102,50295
2021/11/17,60982,5897,3487,16275,1925,3551,9486,24437,15474,16830,115756,100408,382017,169114,8008,4867,7967,3115,5155,8883,18897,26780,106807,14808,12428,35957,202938,78636,15636,5299,1669,1731,15482,22146,5787,3291,4702,5409,4167,74525,5866,6118,14395,8186,6137,9102,50295
2021/11/18,61002,5897,3487,16275,1925,3552,9486,24439,15476,16836,115757,100415,382037,169135,8008,4867,7968,3115,5155,8883,18897,26780,106813,14809,12430,35969,202966,78638,15638,5299,1669,1731,15494,22147,5787,3291,4702,5409,4167,74534,5866,6118,14395,8186,6137,9102,50295
2021/11/19,61019,5897,3487,16275,1925,3554,9487,24443,15478,16841,115769,100417,382053,169162,8010,4867,7968,3115,5155,8883,18897,26780,106819,14809,12430,35970,202992,78641,15641,5299,1669,1731,15502,22149,5787,3291,4702,5409,4167,74542,5866,6118,14395,8186,6137,9102,50297
